Episode,init Max Q-value
154,-0.9304524660110474
155,-0.9242416620254517
156,-0.8908429145812988
157,-0.9446274042129517
158,-0.9521700739860535
159,-0.9411057233810425
160,-0.9488955140113831
161,-0.9485289454460144
162,-0.9022490978240967
163,-0.8961726427078247
164,-0.9069851040840149
165,-0.89551842212677
166,-0.660676121711731
167,-0.8494691252708435
168,-0.8923797607421875
169,-0.91172194480896
170,-0.9105939865112305
171,-0.9185200333595276
172,-0.8850870728492737
173,-0.9300177097320557
174,-0.9094475507736206
175,-0.9192948937416077
176,-0.9365357756614685
177,-0.9517500996589661
178,-0.8783748745918274
179,-0.8547570705413818
180,-0.8161368370056152
181,-0.787039041519165
182,-0.7992503046989441
183,-0.9018831849098206
184,-0.9140799045562744
185,-0.9228512048721313
186,-0.9280566573143005
187,-0.9518191814422607
188,-0.932802140712738
189,-0.9525556564331055
190,-0.9579738974571228
191,-0.9580402970314026
192,-0.9584333896636963
193,-0.957703173160553
194,-0.9578193426132202
195,-0.9548326134681702
196,-0.9416477084159851
197,-0.9432991743087769
198,-0.9496047496795654
199,-0.9333426356315613
200,-0.9211318492889404
201,-0.9337535500526428
202,-0.9154876470565796
203,-0.9517130255699158
204,-0.9437671899795532
205,-0.9599709510803223
206,-0.9499200582504272
207,-0.9323062300682068
208,-0.9121837019920349
209,-0.9320273399353027
210,-0.9533158540725708
211,-0.9175354242324829
212,-0.9169825911521912
213,-0.9181653261184692
214,-0.9574737548828125
215,-0.8974236845970154
216,-0.9604310989379883
217,-0.9614853858947754
218,-0.9595729112625122
219,-0.9094542264938354
220,-0.9330239295959473
221,-0.9061710238456726
222,-0.7085375785827637
223,-0.6368832588195801
224,-0.6018239259719849
225,-0.7471104860305786
226,-0.7246512770652771
227,-0.6774786710739136
228,-0.7305181622505188
229,-0.6517029404640198
230,-0.7130218148231506
231,-0.6963263154029846
232,-0.6849057674407959
233,-0.768865704536438
234,-0.8923037052154541
235,-0.8700166940689087
236,-0.91312575340271
237,-0.9593153595924377
238,-0.9414665102958679
239,-0.9405276775360107
240,-0.9458039999008179
241,-0.9761886596679688
242,-0.9378679990768433
243,-0.958221435546875
244,-0.9615108966827393
245,-0.8183082342147827
246,-0.9363858699798584
247,-0.9730981588363647
248,-0.9688392877578735
249,-0.9666419625282288
250,-0.9756739735603333
251,-0.9666182398796082
252,-0.9602079391479492
253,-0.974588930606842
254,-0.9767568111419678
255,-0.9504033327102661
256,-0.9754855632781982
257,-0.9474738836288452
258,-0.9691283702850342
259,-0.9642990827560425
260,-0.9756878614425659
261,-0.9753016829490662
262,-0.9764485359191895
263,-0.9786416292190552
264,-0.9729991555213928
265,-0.9763672947883606
266,-0.9622043371200562
267,-0.9838265776634216
268,-0.9845203757286072
269,-0.9498595595359802
270,-0.9645925760269165
271,-0.9733222723007202
272,-0.984798789024353
273,-0.9769573211669922
274,-0.9891327619552612
275,-0.9898382425308228
276,-0.9905254244804382
277,-0.9878454804420471
278,-0.9453758597373962
279,-0.9637501239776611
280,-0.89239102602005
281,-0.9633029103279114
282,-0.8875191807746887
283,-0.9451627731323242
284,-0.9346494078636169
285,-0.9814959168434143
286,-0.9774639010429382
287,-0.9507470726966858
288,-0.9398321509361267
289,-0.9040430188179016
290,-0.9659231305122375
291,-0.9973978996276855
292,-1.00220787525177
293,-1.0020760297775269
294,-1.0020253658294678
295,-0.9964233636856079
296,-0.9970622658729553
297,-1.007794737815857
298,-0.9599366188049316
299,-0.9116777181625366
300,-0.8339835405349731
301,-0.9361491203308105
302,-0.9887111783027649
303,-0.8716140985488892
304,-1.0106698274612427
305,-0.9918453693389893
306,-0.999579668045044
307,-1.002608060836792
308,-0.9901267290115356
309,-0.9471535682678223
310,-0.9840845465660095
311,-1.0076212882995605
312,-0.9588441848754883
313,-0.9999918341636658
314,-1.0082147121429443
315,-1.0171046257019043
316,-0.9984325170516968
317,-1.0101553201675415
318,-1.015625
319,-0.979843020439148
320,-0.9762473106384277
321,-0.9804280400276184
322,-0.9744536280632019
323,-0.9619394540786743
324,-0.9909558296203613
325,-0.9967904686927795
326,-0.9531005620956421
327,-1.0344793796539307
328,-1.0350074768066406
329,-1.0192365646362305
330,-1.0331041812896729
331,-1.0427433252334595
332,-1.0229188203811646
333,-1.0155686140060425
334,-1.0272294282913208
335,-1.0309802293777466
336,-1.0243241786956787
337,-1.0445911884307861
338,-1.0372588634490967
339,-1.0238357782363892
340,-1.0111562013626099
341,-1.0252549648284912
342,-1.019986867904663
343,-1.0208194255828857
344,-1.0141404867172241
345,-1.0027997493743896
346,-1.0239249467849731
347,-1.0423460006713867
348,-1.0234267711639404
349,-1.0098248720169067
350,-1.01363205909729
351,-1.0239449739456177
352,-1.0372858047485352
353,-1.0384399890899658
354,-1.04631769657135
355,-0.9609162211418152
356,-1.0625678300857544
357,-1.047651767730713
358,-1.0598915815353394
359,-1.0539122819900513
360,-1.0398389101028442
361,-1.0233129262924194
362,-1.0437591075897217
363,-1.0637032985687256
364,-1.0630077123641968
365,-1.06389319896698
366,-0.9937841892242432
367,-1.0164989233016968
368,-0.9752548336982727
369,-1.0255763530731201
370,-1.0211844444274902
371,-1.030035376548767
372,-1.0237637758255005
373,-1.0367618799209595
374,-1.0434907674789429
375,-1.029895544052124
376,-1.0116686820983887
377,-1.0088183879852295
378,-1.05191171169281
379,-1.0477228164672852
380,-1.0287234783172607
381,-1.0791428089141846
382,-1.070825219154358
383,-1.0624797344207764
384,-1.0790983438491821
385,-1.0787999629974365
386,-1.0816600322723389
387,-1.044912338256836
388,-1.1050852537155151
389,-1.0796754360198975
390,-1.070617914199829
391,-1.054425597190857
392,-1.073954701423645
393,-1.0459221601486206
394,-1.0494649410247803
395,-1.0533275604248047
396,-1.0687315464019775
397,-1.094910740852356
398,-1.1101757287979126
399,-1.0844085216522217
400,-1.123006820678711
401,-1.1255439519882202
402,-1.1390609741210938
403,-1.1324658393859863
404,-1.149236798286438
405,-1.1454523801803589
406,-1.112983226776123
407,-1.149440050125122
408,-1.1483572721481323
409,-1.1537894010543823
410,-1.1601320505142212
411,-1.1656371355056763
412,-1.1535972356796265
413,-1.1456139087677002
414,-1.1744065284729004
415,-1.1630175113677979
416,-1.1326889991760254
417,-1.1776835918426514
418,-1.1719895601272583
419,-1.1422866582870483
420,-1.1911181211471558
421,-1.1590807437896729
422,-1.1554996967315674
423,-1.1791574954986572
424,-1.199300765991211
425,-1.1797000169754028
426,-1.1734817028045654
427,-1.1690133810043335
428,-1.1915695667266846
429,-1.1738427877426147
430,-1.1980061531066895
431,-1.193965196609497
432,-1.1993972063064575
433,-1.192728877067566
434,-1.2144758701324463
435,-1.2104367017745972
436,-1.1819885969161987
437,-1.174885630607605
438,-1.1938180923461914
439,-1.2135200500488281
440,-1.2049249410629272
441,-1.2031726837158203
442,-1.2139840126037598
443,-1.183374285697937
444,-1.1973302364349365
445,-1.234179139137268
446,-1.2199656963348389
447,-1.2288334369659424
448,-1.204315185546875
449,-1.1520718336105347
450,-1.2066618204116821
451,-1.2117595672607422
452,-1.2407840490341187
453,-1.1754282712936401
454,-1.206674337387085
455,-1.2420543432235718
456,-1.2310107946395874
457,-1.2238174676895142
458,-1.2450560331344604
459,-1.263432502746582
460,-1.2100869417190552
461,-1.285028100013733
462,-1.2591286897659302
463,-1.257587194442749
464,-1.1940852403640747
465,-1.2717139720916748
466,-1.2814644575119019
467,-1.2247413396835327
468,-1.2822526693344116
469,-1.2566614151000977
470,-1.2664746046066284
471,-1.2985072135925293
472,-1.3074616193771362
473,-1.276991605758667
474,-1.2861151695251465
475,-1.3074759244918823
476,-1.2133207321166992
477,-1.3208926916122437
478,-1.3147064447402954
479,-1.3132827281951904
480,-1.324333667755127
481,-1.2545979022979736
482,-1.3296886682510376
483,-1.3191494941711426
484,-1.3295271396636963
485,-1.3295009136199951
486,-1.342129111289978
487,-1.3280340433120728
488,-1.3318729400634766
489,-1.3029594421386719
490,-1.3469593524932861
491,-1.3544801473617554
492,-1.3509368896484375
493,-1.3558037281036377
494,-1.3418169021606445
495,-1.343392252922058
496,-1.3360315561294556
497,-1.327019214630127
498,-1.333038091659546
499,-1.3477476835250854
500,-1.3516260385513306
501,-1.3118376731872559
502,-1.3693214654922485
503,-1.3644288778305054
504,-1.3512814044952393
505,-1.3689370155334473
506,-1.3819056749343872
507,-1.3726072311401367
508,-1.3746933937072754
509,-1.3884965181350708
510,-1.3854354619979858
511,-1.3877320289611816
512,-1.394482970237732
513,-1.3966337442398071
514,-1.3995481729507446
515,-1.3991084098815918
516,-1.4038041830062866
517,-1.403089165687561
518,-1.4054453372955322
519,-1.4114125967025757
520,-1.3979765176773071
521,-1.3924415111541748
522,-1.3808952569961548
523,-1.3764861822128296
524,-1.3436167240142822
525,-1.3674607276916504
526,-1.3704009056091309
527,-1.3872042894363403
528,-1.3889813423156738
529,-1.413574457168579
530,-1.4146292209625244
531,-1.43379807472229
532,-1.4122223854064941
533,-1.3976657390594482
534,-1.42954683303833
535,-1.3999934196472168
536,-1.4129078388214111
537,-1.4335429668426514
538,-1.4415061473846436
539,-1.4197192192077637
540,-1.3845566511154175
541,-1.3828741312026978
542,-1.4040707349777222
543,-1.4000673294067383
544,-1.358981966972351
545,-1.394873023033142
546,-1.3941233158111572
547,-1.43333899974823
548,-1.4555617570877075
549,-1.4621838331222534
550,-1.4392699003219604
551,-1.4538991451263428
552,-1.456239104270935
553,-1.4592711925506592
554,-1.4631702899932861
555,-1.464799404144287
556,-1.4507564306259155
557,-1.4545068740844727
558,-1.4776289463043213
559,-1.4693936109542847
560,-1.333531141281128
561,-1.4000182151794434
562,-1.4002511501312256
563,-1.4070230722427368
564,-1.3595428466796875
565,-1.387992262840271
566,-1.3830090761184692
567,-1.4600979089736938
568,-1.4273449182510376
569,-1.4483222961425781
570,-1.4536679983139038
571,-1.4915539026260376
572,-1.4735671281814575
573,-1.5044646263122559
574,-1.5120137929916382
575,-1.5034855604171753
576,-1.5094923973083496
577,-1.510298728942871
578,-1.50579833984375
579,-1.504691243171692
580,-1.491223931312561
581,-1.5121177434921265
582,-1.5007444620132446
583,-1.510152816772461
584,-1.517120361328125
585,-1.5126707553863525
586,-1.5130627155303955
587,-1.4458520412445068
588,-1.499228596687317
589,-1.5118739604949951
590,-1.521148681640625
591,-1.512691855430603
592,-1.5236544609069824
593,-1.5124984979629517
594,-1.522781491279602
595,-1.5282039642333984
596,-1.5307693481445312
597,-1.521414875984192
598,-1.4551200866699219
599,-1.4935067892074585
600,-1.5289573669433594
601,-1.4844976663589478
602,-1.5357584953308105
603,-1.459394931793213
604,-1.5193623304367065
605,-1.492034912109375
606,-1.4454413652420044
607,-1.5185190439224243
608,-1.5469410419464111
609,-1.549640417098999
610,-1.5268596410751343
611,-1.5390527248382568
612,-1.542033314704895
613,-1.4366956949234009
614,-1.5952727794647217
615,-1.5954145193099976
616,-1.566808819770813
617,-1.3198710680007935
618,-1.3667546510696411
619,-1.4568747282028198
620,-1.3868743181228638
621,-1.3566120862960815
622,-1.469701886177063
623,-1.465541124343872
624,-1.482550024986267
625,-1.4185632467269897
626,-1.4494578838348389
627,-1.3402568101882935
628,-1.4442120790481567
629,-1.5033899545669556
630,-1.5143907070159912
631,-1.423389196395874
632,-1.5267938375473022
633,-1.5831624269485474
634,-1.5666993856430054
635,-1.6177301406860352
636,-1.524167776107788
637,-1.5872933864593506
638,-1.5744900703430176
639,-1.6159961223602295
640,-1.6097966432571411
641,-1.5963108539581299
642,-1.6111100912094116
643,-1.634313702583313
644,-1.623113989830017
645,-1.6255749464035034
646,-1.6003540754318237
647,-1.6363641023635864
648,-1.6625888347625732
649,-1.5882482528686523
650,-1.4639513492584229
651,-1.632274866104126
652,-1.6361987590789795
653,-1.624276876449585
654,-1.67376708984375
655,-1.6153925657272339
656,-1.6623976230621338
657,-1.6205981969833374
658,-1.6484841108322144
659,-1.6142042875289917
660,-1.6366444826126099
661,-1.6631202697753906
662,-1.6524909734725952
663,-1.6892086267471313
664,-1.656711459159851
665,-1.6315827369689941
666,-1.663888931274414
667,-1.7231814861297607
668,-1.6595840454101562
669,-1.6772184371948242
670,-1.675454020500183
671,-1.7460633516311646
672,-1.6828155517578125
673,-1.648000955581665
674,-1.3471726179122925
675,-1.4300400018692017
676,-1.6172919273376465
677,-1.6266242265701294
678,-1.6924480199813843
679,-1.6022998094558716
680,-1.5761456489562988
681,-1.61444091796875
682,-1.5865845680236816
683,-1.5717120170593262
684,-1.6118520498275757
685,-1.6875845193862915
686,-1.7001105546951294
687,-1.7050477266311646
688,-1.689375638961792
689,-1.6778078079223633
690,-1.674538254737854
691,-1.7007495164871216
692,-1.7221662998199463
693,-1.7463372945785522
694,-1.7385451793670654
695,-1.7382829189300537
696,-1.741607666015625
697,-1.7529897689819336
698,-1.7807304859161377
699,-1.7846574783325195
700,-1.779421329498291
701,-1.7837069034576416
702,-1.757365345954895
703,-1.7682697772979736
704,-1.6706374883651733
705,-1.6752291917800903
706,-1.6900955438613892
707,-1.734349250793457
708,-1.7560670375823975
709,-1.7449352741241455
710,-1.6901994943618774
711,-1.720274567604065
712,-1.6832118034362793
713,-1.6865804195404053
714,-1.723183274269104
715,-1.7210497856140137
716,-1.7690047025680542
717,-1.7561019659042358
718,-1.6906492710113525
719,-1.7848505973815918
720,-1.7675750255584717
721,-1.7970926761627197
722,-1.7407759428024292
723,-1.7676595449447632
724,-1.8206866979599
725,-1.817109227180481
726,-1.842599868774414
727,-1.7256821393966675
728,-1.726405382156372
729,-1.77399742603302
730,-1.727415680885315
731,-1.793667197227478
732,-1.8323620557785034
733,-1.8477751016616821
734,-1.8384666442871094
735,-1.846915364265442
736,-1.8482434749603271
737,-1.8394094705581665
738,-1.7848458290100098
739,-1.8152310848236084
740,-1.7980765104293823
741,-1.7327778339385986
742,-1.7964465618133545
743,-1.8164570331573486
744,-1.7939282655715942
745,-1.7967127561569214
746,-1.8181591033935547
747,-1.8080317974090576
748,-1.839644193649292
749,-1.8843493461608887
750,-1.8921970129013062
751,-1.8777503967285156
752,-1.8379424810409546
753,-1.878070592880249
754,-1.8944724798202515
755,-1.8944627046585083
756,-1.8720003366470337
757,-1.8752989768981934
758,-1.8888086080551147
759,-1.8726955652236938
760,-1.9281463623046875
761,-1.893147587776184
762,-1.8901442289352417
763,-1.938590407371521
764,-1.9169325828552246
765,-1.9303010702133179
766,-1.9231234788894653
767,-1.9787580966949463
768,-1.9227086305618286
769,-1.9438725709915161
770,-1.9527169466018677
771,-1.4620808362960815
772,-1.263250470161438
773,-1.9689521789550781
774,-1.9203332662582397
775,-1.9166823625564575
776,-1.9407219886779785
777,-1.9537360668182373
778,-1.9572267532348633
779,-1.9118316173553467
780,-1.9633957147598267
781,-1.9283287525177002
782,-1.9325525760650635
783,-2.016181707382202
784,-2.0145528316497803
785,-2.008268117904663
786,-2.0239717960357666
787,-1.9924991130828857
788,-1.9801490306854248
789,-2.0274524688720703
790,-2.02734637260437
791,-2.029879093170166
792,-2.026334762573242
793,-2.025852918624878
794,-2.0192677974700928
795,-2.0209341049194336
796,-2.008229970932007
797,-2.006519317626953
798,-2.018329620361328
799,-2.020282506942749
800,-2.0104944705963135
801,-2.0399184226989746
802,-2.043898820877075
803,-2.0381202697753906
804,-2.0598435401916504
805,-2.0375778675079346
806,-2.05271577835083
807,-2.0366272926330566
808,-2.0643563270568848
809,-2.068429470062256
810,-2.0753579139709473
811,-2.0449180603027344
812,-2.077953577041626
813,-2.083184242248535
814,-2.092773199081421
815,-2.0915720462799072
816,-2.0848333835601807
817,-2.0985000133514404
818,-2.0969789028167725
819,-2.0994386672973633
820,-2.0926644802093506
821,-2.1133742332458496
822,-2.114922285079956
823,-2.107578992843628
824,-2.1000497341156006
825,-2.095074415206909
826,-2.0811243057250977
827,-2.115380048751831
828,-1.9418896436691284
829,-1.9479042291641235
830,-1.9528967142105103
831,-1.9171674251556396
832,-1.9636203050613403
833,-2.0106754302978516
834,-1.8850774765014648
835,-2.0784947872161865
836,-2.1281378269195557
837,-1.9157192707061768
838,-1.830077886581421
839,-1.9281361103057861
840,-2.0399088859558105
841,-2.0869390964508057
842,-2.089151620864868
843,-2.090859889984131
844,-2.095869541168213
845,-2.1178457736968994
846,-2.1385765075683594
847,-2.1173276901245117
848,-2.1167898178100586
849,-2.1553640365600586
850,-2.1784725189208984
851,-2.181943416595459
852,-2.160468816757202
853,-2.192321538925171
854,-2.1851675510406494
855,-2.1654555797576904
856,-2.2060413360595703
857,-2.182806968688965
858,-2.0804331302642822
859,-2.0409183502197266
860,-2.1564462184906006
861,-2.1941635608673096
862,-2.1982815265655518
863,-2.212451696395874
864,-2.2065677642822266
865,-2.2174665927886963
866,-2.1994147300720215
867,-2.2197916507720947
868,-2.179744005203247
869,-2.1872406005859375
870,-2.2369866371154785
871,-2.2416515350341797
872,-2.2403299808502197
873,-2.2415452003479004
874,-2.249389410018921
875,-2.251826763153076
876,-2.249093770980835
877,-2.256774425506592
878,-2.252594470977783
879,-2.2485764026641846
880,-2.2298085689544678
881,-2.2616450786590576
882,-2.234621286392212
883,-2.2213339805603027
884,-2.2139346599578857
885,-2.2075717449188232
886,-2.252383232116699
887,-2.245973825454712
888,-2.2689101696014404
889,-2.260481834411621
890,-2.2564942836761475
891,-2.2751593589782715
892,-2.2692015171051025
893,-2.299401044845581
894,-2.2974658012390137
895,-2.3056631088256836
896,-2.3055996894836426
897,-2.311981439590454
898,-2.2906904220581055
899,-2.3054957389831543
900,-2.297912359237671
901,-2.291163444519043
902,-2.2907371520996094
903,-2.311896800994873
904,-2.3112387657165527
905,-2.290355920791626
906,-2.3011081218719482
907,-2.312063217163086
908,-2.2950334548950195
909,-2.309030532836914
910,-2.3283050060272217
911,-2.347334861755371
912,-2.2961254119873047
913,-2.323509454727173
914,-2.308514356613159
915,-2.2512898445129395
916,-2.334679126739502
917,-2.349539041519165
918,-2.326026201248169
919,-2.3559916019439697
920,-2.340611457824707
921,-2.3328564167022705
922,-2.359165906906128
923,-2.355487823486328
924,-2.3388023376464844
925,-2.341779947280884
926,-2.355243444442749
927,-2.331653118133545
928,-2.355642080307007
929,-2.374919891357422
930,-2.368752956390381
931,-2.363246202468872
932,-2.386305093765259
933,-2.3669216632843018
934,-2.3806076049804688
935,-2.382960319519043
936,-2.3859894275665283
937,-2.3359315395355225
938,-2.380013942718506
939,-2.3932740688323975
940,-2.364908218383789
941,-2.3610446453094482
942,-2.4040045738220215
943,-2.3657174110412598
944,-2.3895373344421387
945,-2.2810802459716797
946,-2.3935747146606445
947,-2.3618969917297363
948,-2.4077060222625732
949,-2.408024549484253
950,-2.375903367996216
951,-2.443549156188965
952,-2.408681631088257
953,-2.4397499561309814
954,-2.4217710494995117
955,-2.4255640506744385
956,-2.4514100551605225
957,-2.4788146018981934
958,-2.4592947959899902
959,-2.4442317485809326
960,-2.420790433883667
961,-2.4152543544769287
962,-2.4613277912139893
963,-2.451005697250366
964,-2.4319612979888916
965,-2.458953380584717
966,-2.4525318145751953
967,-2.4610660076141357
968,-2.411837577819824
969,-2.472651720046997
970,-2.483350992202759
971,-2.460167169570923
972,-2.4629125595092773
973,-2.5014379024505615
974,-2.4922635555267334
975,-2.4868204593658447
976,-2.496966600418091
977,-2.4718987941741943
978,-2.4830408096313477
979,-2.4974191188812256
980,-2.492352247238159
981,-2.501770496368408
982,-2.416903018951416
983,-2.4159533977508545
984,-2.460461378097534
985,-2.41959547996521
986,-2.466608762741089
987,-2.483839273452759
988,-2.4685299396514893
989,-2.489516019821167
990,-2.4987049102783203
991,-2.3907124996185303
992,-2.4852542877197266
993,-2.5189096927642822
994,-2.5336785316467285
995,-2.5494933128356934
996,-2.555192708969116
997,-2.5236847400665283
998,-2.5409841537475586
999,-2.560350179672241
1000,-2.5528006553649902
1001,-2.554325819015503
1002,-2.5351481437683105
1003,-2.549621105194092
1004,-2.5286338329315186
1005,-2.5689685344696045
1006,-2.5235257148742676
1007,-2.5231664180755615
1008,-2.550184726715088
1009,-2.564497947692871
1010,-2.5171236991882324
1011,-2.5520946979522705
1012,-2.5556647777557373
1013,-2.5090949535369873
1014,-2.5289599895477295
1015,-2.521225929260254
1016,-2.5210158824920654
1017,-2.5469295978546143
1018,-2.540562152862549
1019,-2.537149667739868
1020,-2.5545804500579834
1021,-2.5420475006103516
1022,-2.550144672393799
1023,-2.544980764389038
1024,-2.5564045906066895
1025,-2.5215585231781006
1026,-2.5470216274261475
1027,-2.544309377670288
1028,-2.5724451541900635
1029,-2.603583335876465
1030,-2.587636947631836
1031,-2.5936458110809326
1032,-2.5357344150543213
1033,-2.601130247116089
1034,-2.615457773208618
1035,-2.565669298171997
1036,-2.6081624031066895
1037,-2.5877161026000977
1038,-2.57163667678833
1039,-2.6055212020874023
1040,-2.5994627475738525
1041,-2.6367850303649902
1042,-2.62850022315979
1043,-2.619699001312256
1044,-2.642498016357422
1045,-2.64591908454895
1046,-2.6470136642456055
1047,-2.633078098297119
1048,-2.6395273208618164
1049,-2.651075601577759
1050,-2.656576156616211
1051,-2.6551101207733154
1052,-2.662283182144165
1053,-2.6634364128112793
1054,-2.6701738834381104
1055,-2.6892027854919434
1056,-2.6837029457092285
1057,-2.625737190246582
1058,-2.6705410480499268
1059,-2.5466959476470947
1060,-2.5786383152008057
1061,-2.6608622074127197
1062,-2.5993964672088623
1063,-2.6158359050750732
1064,-2.5234220027923584
1065,-2.617612838745117
1066,-2.5607564449310303
1067,-2.5538060665130615
1068,-2.5382039546966553
1069,-2.5314619541168213
1070,-2.2000927925109863
1071,-2.475825071334839
1072,-2.6171555519104004
1073,-2.6560754776000977
1074,-2.6552112102508545
1075,-2.6143109798431396
1076,-2.684803009033203
1077,-2.6224024295806885
1078,-2.6791512966156006
1079,-2.6273036003112793
1080,-2.6511857509613037
1081,-2.6912715435028076
1082,-2.7035017013549805
1083,-2.717683792114258
1084,-2.7048532962799072
1085,-2.6887030601501465
1086,-2.701645612716675
1087,-2.678433656692505
1088,-2.7161648273468018
1089,-2.7238736152648926
1090,-2.715884208679199
1091,-2.7096457481384277
1092,-2.716186285018921
1093,-2.6997592449188232
1094,-2.6976265907287598
1095,-2.7071447372436523
1096,-2.7356982231140137
1097,-2.7058520317077637
1098,-2.76938533782959
1099,-2.747574806213379
1100,-2.7496652603149414
1101,-2.7786054611206055
1102,-2.780036211013794
1103,-2.7737839221954346
1104,-2.776844024658203
1105,-2.771885633468628
1106,-2.7686901092529297
1107,-2.78078556060791
1108,-2.784156084060669
1109,-2.7951736450195312
1110,-2.799442768096924
1111,-2.8057479858398438
1112,-2.7881600856781006
1113,-2.8050429821014404
1114,-2.8012771606445312
1115,-2.810406446456909
1116,-2.8042984008789062
1117,-2.8178579807281494
1118,-2.810605049133301
1119,-2.812495470046997
1120,-2.7869198322296143
1121,-2.8213517665863037
1122,-2.829244613647461
1123,-2.8520326614379883
1124,-2.81895112991333
1125,-2.841890811920166
1126,-2.853611707687378
1127,-2.844773530960083
1128,-2.8565032482147217
1129,-2.8511059284210205
1130,-2.8451054096221924
1131,-2.8459224700927734
1132,-2.844205379486084
1133,-2.8289661407470703
1134,-2.8445334434509277
1135,-2.8667781352996826
1136,-2.511895179748535
1137,-2.7267231941223145
1138,-2.7423171997070312
1139,-2.504545211791992
1140,-2.645724058151245
1141,-2.568406581878662
1142,-2.609787940979004
1143,-2.7199740409851074
1144,-2.624760866165161
1145,-2.8367013931274414
1146,-2.715445041656494
1147,-2.7245941162109375
1148,-2.773413896560669
1149,-2.8279287815093994
1150,-2.822469472885132
1151,-2.853283643722534
1152,-2.859748601913452
1153,-2.8684070110321045
1154,-2.8703112602233887
1155,-2.8618667125701904
1156,-2.726665735244751
1157,-2.694288969039917
1158,-2.4742863178253174
1159,-2.6139307022094727
1160,-2.8116700649261475
1161,-2.9164750576019287
1162,-2.608170747756958
1163,-2.9406464099884033
1164,-2.8881311416625977
1165,-2.9355454444885254
1166,-3.00654673576355
1167,-2.999272346496582
1168,-2.9447720050811768
1169,-2.9310834407806396
1170,-2.9689693450927734
1171,-2.9770703315734863
1172,-2.9442458152770996
1173,-2.9583592414855957
1174,-2.919973611831665
